city,care_quotient,pillar,metric,raw_value,raw_unit,benchmark,score_0_100,source,vintage
sacramento,63.3,Economic Access to Care,SNAP Coverage Score (0-100),58.93,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),69.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
omaha,63.1,Social & Relational Care,Care Nonprofits Score (0-100),8.58,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",34.3,IRS Exempt Organizations Business Master File (EO BMF),April 2026
omaha,63.1,Institutional Care,Child Care Capacity Score (0-100),6.24,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",41.6,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
omaha,63.1,Institutional Care,FQHC Density Score (0-100),7.82,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",52.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
omaha,63.1,Economic Access to Care,Healthcare Coverage Score (0-100),78.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),78.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
omaha,63.1,Economic Access to Care,Housing Affordability Score (0-100),69.58,% of households not spending >30% of income on housing,90% not cost-burdened,77.3,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
omaha,63.1,Social & Relational Care,Library Density Score (0-100),2.67,"public library outlets per 100,000 residents","5 per 100,000",53.4,IMLS Public Libraries Survey,FY2023
omaha,63.1,Institutional Care,Nursing Home Capacity Score (0-100),33.94,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",67.9,CMS Care Compare — Nursing Home Provider Information,April 2026
omaha,63.1,Social & Relational Care,Religious Institution Density Score (0-100),77.5,"congregations per 100,000 residents","150 per 100,000",51.7,ARDA U.S. Religion Census,2020
omaha,63.1,Social & Relational Care,Residential Stability Score (0-100),85.08,% of population in same home 1+ year,95%,89.6,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
omaha,63.1,Economic Access to Care,SNAP Coverage Score (0-100),48.37,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),56.9,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
denver,63.0,Social & Relational Care,Care Nonprofits Score (0-100),10.12,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",40.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
denver,63.0,Institutional Care,Child Care Capacity Score (0-100),3.59,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",23.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
denver,63.0,Institutional Care,FQHC Density Score (0-100),8.53,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",56.9,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
denver,63.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
denver,63.0,Economic Access to Care,Housing Affordability Score (0-100),64.01,% of households not spending >30% of income on housing,90% not cost-burdened,71.1,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
denver,63.0,Social & Relational Care,Library Density Score (0-100),4.61,"public library outlets per 100,000 residents","5 per 100,000",92.2,IMLS Public Libraries Survey,FY2023
denver,63.0,Institutional Care,Nursing Home Capacity Score (0-100),28.29,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",56.6,CMS Care Compare — Nursing Home Provider Information,April 2026
denver,63.0,Social & Relational Care,Religious Institution Density Score (0-100),69.32,"congregations per 100,000 residents","150 per 100,000",46.2,ARDA U.S. Religion Census,2020
denver,63.0,Social & Relational Care,Residential Stability Score (0-100),79.56,% of population in same home 1+ year,95%,83.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
denver,63.0,Economic Access to Care,SNAP Coverage Score (0-100),44.21,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),52.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
des_moines,63.0,Social & Relational Care,Care Nonprofits Score (0-100),8.22,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",32.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
des_moines,63.0,Institutional Care,Child Care Capacity Score (0-100),3.65,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",24.3,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
des_moines,63.0,Institutional Care,FQHC Density Score (0-100),5.6,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",37.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
des_moines,63.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
des_moines,63.0,Economic Access to Care,Housing Affordability Score (0-100),68.8,% of households not spending >30% of income on housing,90% not cost-burdened,76.4,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
des_moines,63.0,Social & Relational Care,Library Density Score (0-100),2.8,"public library outlets per 100,000 residents","5 per 100,000",56.0,IMLS Public Libraries Survey,FY2023
des_moines,63.0,Institutional Care,Nursing Home Capacity Score (0-100),36.21,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",72.4,CMS Care Compare — Nursing Home Provider Information,April 2026
des_moines,63.0,Social & Relational Care,Religious Institution Density Score (0-100),87.94,"congregations per 100,000 residents","150 per 100,000",58.6,ARDA U.S. Religion Census,2020
des_moines,63.0,Social & Relational Care,Residential Stability Score (0-100),83.13,% of population in same home 1+ year,95%,87.5,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
des_moines,63.0,Economic Access to Care,SNAP Coverage Score (0-100),66.09,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),77.8,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
seattle,62.1,Social & Relational Care,Care Nonprofits Score (0-100),7.72,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",30.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
seattle,62.1,Institutional Care,Child Care Capacity Score (0-100),7.38,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",49.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
seattle,62.1,Institutional Care,FQHC Density Score (0-100),10.58,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",70.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
seattle,62.1,Economic Access to Care,Healthcare Coverage Score (0-100),91.06,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),91.1,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
seattle,62.1,Economic Access to Care,Housing Affordability Score (0-100),64.88,% of households not spending >30% of income on housing,90% not cost-burdened,72.1,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
seattle,62.1,Social & Relational Care,Library Density Score (0-100),3.93,"public library outlets per 100,000 residents","5 per 100,000",78.6,IMLS Public Libraries Survey,FY2023
seattle,62.1,Institutional Care,Nursing Home Capacity Score (0-100),19.72,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",39.4,CMS Care Compare — Nursing Home Provider Information,April 2026
seattle,62.1,Social & Relational Care,Religious Institution Density Score (0-100),64.63,"congregations per 100,000 residents","150 per 100,000",43.1,ARDA U.S. Religion Census,2020
seattle,62.1,Social & Relational Care,Residential Stability Score (0-100),76.51,% of population in same home 1+ year,95%,80.5,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
seattle,62.1,Economic Access to Care,SNAP Coverage Score (0-100),52.27,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),61.5,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
richmond,62.0,Social & Relational Care,Care Nonprofits Score (0-100),8.96,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",35.8,IRS Exempt Organizations Business Master File (EO BMF),April 2026
richmond,62.0,Institutional Care,Child Care Capacity Score (0-100),2.32,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",15.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
richmond,62.0,Institutional Care,FQHC Density Score (0-100),5.3,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",35.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
richmond,62.0,Economic Access to Care,Healthcare Coverage Score (0-100),83.79,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),83.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
richmond,62.0,Economic Access to Care,Housing Affordability Score (0-100),59.96,% of households not spending >30% of income on housing,90% not cost-burdened,66.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
richmond,62.0,Social & Relational Care,Library Density Score (0-100),3.09,"public library outlets per 100,000 residents","5 per 100,000",61.8,IMLS Public Libraries Survey,FY2023
richmond,62.0,Institutional Care,Nursing Home Capacity Score (0-100),51.11,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",100.0,CMS Care Compare — Nursing Home Provider Information,April 2026
richmond,62.0,Social & Relational Care,Religious Institution Density Score (0-100),132.39,"congregations per 100,000 residents","150 per 100,000",88.3,ARDA U.S. Religion Census,2020
richmond,62.0,Social & Relational Care,Residential Stability Score (0-100),79.04,% of population in same home 1+ year,95%,83.2,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
richmond,62.0,Economic Access to Care,SNAP Coverage Score (0-100),47.56,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),56.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
spokane,62.0,Social & Relational Care,Care Nonprofits Score (0-100),5.63,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",22.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
spokane,62.0,Institutional Care,Child Care Capacity Score (0-100),4.08,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",27.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
spokane,62.0,Institutional Care,FQHC Density Score (0-100),6.55,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",43.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
spokane,62.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
spokane,62.0,Economic Access to Care,Housing Affordability Score (0-100),65.14,% of households not spending >30% of income on housing,90% not cost-burdened,72.4,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
spokane,62.0,Social & Relational Care,Library Density Score (0-100),2.62,"public library outlets per 100,000 residents","5 per 100,000",52.4,IMLS Public Libraries Survey,FY2023
spokane,62.0,Institutional Care,Nursing Home Capacity Score (0-100),33.19,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",66.4,CMS Care Compare — Nursing Home Provider Information,April 2026
spokane,62.0,Social & Relational Care,Religious Institution Density Score (0-100),82.69,"congregations per 100,000 residents","150 per 100,000",55.1,ARDA U.S. Religion Census,2020
spokane,62.0,Social & Relational Care,Residential Stability Score (0-100),79.85,% of population in same home 1+ year,95%,84.1,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
spokane,62.0,Economic Access to Care,SNAP Coverage Score (0-100),85.0,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),100.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
nyc,61.8,Social & Relational Care,Care Nonprofits Score (0-100),6.84,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",27.4,IRS Exempt Organizations Business Master File (EO BMF),April 2026
nyc,61.8,Institutional Care,Child Care Capacity Score (0-100),5.42,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",36.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
nyc,61.8,Institutional Care,FQHC Density Score (0-100),5.28,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",35.2,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
nyc,61.8,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
nyc,61.8,Economic Access to Care,Housing Affordability Score (0-100),53.82,% of households not spending >30% of income on housing,90% not cost-burdened,59.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
nyc,61.8,Social & Relational Care,Library Density Score (0-100),2.69,"public library outlets per 100,000 residents","5 per 100,000",53.8,IMLS Public Libraries Survey,FY2023
nyc,61.8,Institutional Care,Nursing Home Capacity Score (0-100),32.37,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",64.7,CMS Care Compare — Nursing Home Provider Information,April 2026
nyc,61.8,Social & Relational Care,Religious Institution Density Score (0-100),49.34,"congregations per 100,000 residents","150 per 100,000",32.9,ARDA U.S. Religion Census,2020
nyc,61.8,Social & Relational Care,Residential Stability Score (0-100),89.93,% of population in same home 1+ year,95%,94.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
nyc,61.8,Economic Access to Care,SNAP Coverage Score (0-100),75.68,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),89.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
fresno,60.2,Social & Relational Care,Care Nonprofits Score (0-100),6.46,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",25.8,IRS Exempt Organizations Business Master File (EO BMF),April 2026
fresno,60.2,Institutional Care,Child Care Capacity Score (0-100),1.78,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",11.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
fresno,60.2,Institutional Care,FQHC Density Score (0-100),8.85,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",59.0,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
fresno,60.2,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
fresno,60.2,Economic Access to Care,Housing Affordability Score (0-100),58.89,% of households not spending >30% of income on housing,90% not cost-burdened,65.4,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
fresno,60.2,Social & Relational Care,Library Density Score (0-100),2.21,"public library outlets per 100,000 residents","5 per 100,000",44.2,IMLS Public Libraries Survey,FY2023
fresno,60.2,Institutional Care,Nursing Home Capacity Score (0-100),21.03,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",42.1,CMS Care Compare — Nursing Home Provider Information,April 2026
fresno,60.2,Social & Relational Care,Religious Institution Density Score (0-100),71.88,"congregations per 100,000 residents","150 per 100,000",47.9,ARDA U.S. Religion Census,2020
fresno,60.2,Social & Relational Care,Residential Stability Score (0-100),87.27,% of population in same home 1+ year,95%,91.9,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
fresno,60.2,Economic Access to Care,SNAP Coverage Score (0-100),64.84,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),76.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
los_angeles,60.0,Social & Relational Care,Care Nonprofits Score (0-100),8.09,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",32.4,IRS Exempt Organizations Business Master File (EO BMF),April 2026
los_angeles,60.0,Institutional Care,Child Care Capacity Score (0-100),3.53,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",23.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
los_angeles,60.0,Institutional Care,FQHC Density Score (0-100),7.77,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",51.8,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
los_angeles,60.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
los_angeles,60.0,Economic Access to Care,Housing Affordability Score (0-100),48.5,% of households not spending >30% of income on housing,90% not cost-burdened,53.9,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
los_angeles,60.0,Social & Relational Care,Library Density Score (0-100),2.0,"public library outlets per 100,000 residents","5 per 100,000",40.0,IMLS Public Libraries Survey,FY2023
los_angeles,60.0,Institutional Care,Nursing Home Capacity Score (0-100),26.75,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",53.5,CMS Care Compare — Nursing Home Provider Information,April 2026
los_angeles,60.0,Social & Relational Care,Religious Institution Density Score (0-100),56.37,"congregations per 100,000 residents","150 per 100,000",37.6,ARDA U.S. Religion Census,2020
los_angeles,60.0,Social & Relational Care,Residential Stability Score (0-100),88.71,% of population in same home 1+ year,95%,93.4,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
los_angeles,60.0,Economic Access to Care,SNAP Coverage Score (0-100),47.98,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),56.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
lexington,59.2,Social & Relational Care,Care Nonprofits Score (0-100),7.97,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",31.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
lexington,59.2,Institutional Care,Child Care Capacity Score (0-100),4.1,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",27.3,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
lexington,59.2,Institutional Care,FQHC Density Score (0-100),7.75,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",51.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
lexington,59.2,Economic Access to Care,Healthcare Coverage Score (0-100),87.03,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),87.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
lexington,59.2,Economic Access to Care,Housing Affordability Score (0-100),68.97,% of households not spending >30% of income on housing,90% not cost-burdened,76.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
lexington,59.2,Social & Relational Care,Library Density Score (0-100),1.86,"public library outlets per 100,000 residents","5 per 100,000",37.2,IMLS Public Libraries Survey,FY2023
lexington,59.2,Institutional Care,Nursing Home Capacity Score (0-100),30.11,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",60.2,CMS Care Compare — Nursing Home Provider Information,April 2026
lexington,59.2,Social & Relational Care,Religious Institution Density Score (0-100),97.03,"congregations per 100,000 residents","150 per 100,000",64.7,ARDA U.S. Religion Census,2020
lexington,59.2,Social & Relational Care,Residential Stability Score (0-100),78.59,% of population in same home 1+ year,95%,82.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
lexington,59.2,Economic Access to Care,SNAP Coverage Score (0-100),36.82,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),43.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
kansas_city,58.6,Social & Relational Care,Care Nonprofits Score (0-100),10.37,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",41.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
kansas_city,58.6,Institutional Care,Child Care Capacity Score (0-100),4.07,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",27.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
kansas_city,58.6,Institutional Care,FQHC Density Score (0-100),5.31,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",35.4,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
kansas_city,58.6,Economic Access to Care,Healthcare Coverage Score (0-100),62.93,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),62.9,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
kansas_city,58.6,Economic Access to Care,Housing Affordability Score (0-100),67.79,% of households not spending >30% of income on housing,90% not cost-burdened,75.3,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
kansas_city,58.6,Social & Relational Care,Library Density Score (0-100),3.54,"public library outlets per 100,000 residents","5 per 100,000",70.8,IMLS Public Libraries Survey,FY2023
kansas_city,58.6,Institutional Care,Nursing Home Capacity Score (0-100),32.75,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",65.5,CMS Care Compare — Nursing Home Provider Information,April 2026
kansas_city,58.6,Social & Relational Care,Religious Institution Density Score (0-100),105.64,"congregations per 100,000 residents","150 per 100,000",70.4,ARDA U.S. Religion Census,2020
kansas_city,58.6,Social & Relational Care,Residential Stability Score (0-100),83.51,% of population in same home 1+ year,95%,87.9,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
kansas_city,58.6,Economic Access to Care,SNAP Coverage Score (0-100),43.76,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),51.5,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
memphis,58.6,Social & Relational Care,Care Nonprofits Score (0-100),11.1,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",44.4,IRS Exempt Organizations Business Master File (EO BMF),April 2026
memphis,58.6,Institutional Care,Child Care Capacity Score (0-100),3.8,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",25.3,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
memphis,58.6,Institutional Care,FQHC Density Score (0-100),3.16,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",21.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
memphis,58.6,Economic Access to Care,Healthcare Coverage Score (0-100),80.6,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),80.6,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
memphis,58.6,Economic Access to Care,Housing Affordability Score (0-100),60.31,% of households not spending >30% of income on housing,90% not cost-burdened,67.0,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
memphis,58.6,Social & Relational Care,Library Density Score (0-100),2.84,"public library outlets per 100,000 residents","5 per 100,000",56.8,IMLS Public Libraries Survey,FY2023
memphis,58.6,Institutional Care,Nursing Home Capacity Score (0-100),27.99,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",56.0,CMS Care Compare — Nursing Home Provider Information,April 2026
memphis,58.6,Social & Relational Care,Religious Institution Density Score (0-100),155.85,"congregations per 100,000 residents","150 per 100,000",100.0,ARDA U.S. Religion Census,2020
memphis,58.6,Social & Relational Care,Residential Stability Score (0-100),86.17,% of population in same home 1+ year,95%,90.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
memphis,58.6,Economic Access to Care,SNAP Coverage Score (0-100),58.41,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),68.7,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
oklahoma_city,57.4,Social & Relational Care,Care Nonprofits Score (0-100),6.99,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",28.0,IRS Exempt Organizations Business Master File (EO BMF),April 2026
oklahoma_city,57.4,Institutional Care,Child Care Capacity Score (0-100),3.83,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",25.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
oklahoma_city,57.4,Institutional Care,FQHC Density Score (0-100),3.67,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",24.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
oklahoma_city,57.4,Economic Access to Care,Healthcare Coverage Score (0-100),78.85,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),78.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
oklahoma_city,57.4,Economic Access to Care,Housing Affordability Score (0-100),70.84,% of households not spending >30% of income on housing,90% not cost-burdened,78.7,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
oklahoma_city,57.4,Social & Relational Care,Library Density Score (0-100),2.06,"public library outlets per 100,000 residents","5 per 100,000",41.2,IMLS Public Libraries Survey,FY2023
oklahoma_city,57.4,Institutional Care,Nursing Home Capacity Score (0-100),35.82,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",71.6,CMS Care Compare — Nursing Home Provider Information,April 2026
oklahoma_city,57.4,Social & Relational Care,Religious Institution Density Score (0-100),121.44,"congregations per 100,000 residents","150 per 100,000",81.0,ARDA U.S. Religion Census,2020
oklahoma_city,57.4,Social & Relational Care,Residential Stability Score (0-100),82.83,% of population in same home 1+ year,95%,87.2,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
